Timestep;NBPresence;NBPresencePercentage
937;3;0,057692308
938;3;0,057692308
939;3;0,057692308
940;4;0,076923077
941;4;0,076923077
942;2;0,038461538
943;2;0,038461538
944;1;0,019230769
945;1;0,019230769
946;1;0,019230769
947;1;0,019230769
948;1;0,019230769
949;2;0,038461538
950;4;0,076923077
951;4;0,076923077
952;5;0,096153846
953;4;0,076923077
954;3;0,057692308
955;6;0,115384615
956;7;0,134615385
957;8;0,153846154
958;8;0,153846154
959;11;0,211538462
960;13;0,25
961;13;0,25
962;17;0,326923077
963;17;0,326923077
964;17;0,326923077
965;17;0,326923077
966;19;0,365384615
967;19;0,365384615
968;21;0,403846154
969;22;0,423076923
970;19;0,365384615
971;19;0,365384615
972;18;0,346153846
973;19;0,365384615
974;12;0,230769231
975;10;0,192307692
976;13;0,25
977;12;0,230769231
978;15;0,288461538
979;17;0,326923077
980;14;0,269230769
981;14;0,269230769
982;17;0,326923077
983;17;0,326923077
984;16;0,307692308
985;13;0,25
986;15;0,288461538
987;14;0,269230769
988;15;0,288461538
989;17;0,326923077
990;17;0,326923077
991;17;0,326923077
992;17;0,326923077
993;18;0,346153846
994;15;0,288461538
995;20;0,384615385
996;21;0,403846154
997;17;0,326923077
998;16;0,307692308
999;17;0,326923077
1000;17;0,326923077
1001;18;0,346153846
1002;18;0,346153846
1003;19;0,365384615
1004;19;0,365384615
1005;16;0,307692308
1006;13;0,25
1007;14;0,269230769
1008;12;0,230769231
1009;13;0,25
1010;10;0,192307692
1011;12;0,230769231
1012;9;0,173076923
1013;11;0,211538462
1014;12;0,230769231
1015;12;0,230769231
1016;15;0,288461538
1017;19;0,365384615
1018;18;0,346153846
1019;20;0,384615385
1020;22;0,423076923
1021;22;0,423076923
1022;21;0,403846154
1023;19;0,365384615
1024;18;0,346153846
1025;23;0,442307692
1026;22;0,423076923
1027;19;0,365384615
1028;22;0,423076923
1029;24;0,461538462
1030;28;0,538461538
1031;24;0,461538462
1032;23;0,442307692
1033;22;0,423076923
1034;23;0,442307692
1035;26;0,5
1036;27;0,519230769
1037;27;0,519230769
1038;25;0,480769231
1039;19;0,365384615
1040;16;0,307692308
1041;18;0,346153846
1042;19;0,365384615
1043;16;0,307692308
1044;19;0,365384615
1045;19;0,365384615
1046;16;0,307692308
1047;20;0,384615385
1048;18;0,346153846
1049;18;0,346153846
1050;18;0,346153846
1051;19;0,365384615
1052;19;0,365384615
1053;15;0,288461538
1054;17;0,326923077
1055;14;0,269230769
1056;20;0,384615385
1057;22;0,423076923
1058;21;0,403846154
1059;19;0,365384615
1060;17;0,326923077
1061;19;0,365384615
1062;18;0,346153846
1063;20;0,384615385
1064;23;0,442307692
1065;24;0,461538462
1066;22;0,423076923
1067;21;0,403846154
1068;16;0,307692308
1069;15;0,288461538
1070;14;0,269230769
1071;12;0,230769231
1072;12;0,230769231
1073;12;0,230769231
1074;10;0,192307692
1075;13;0,25
1076;9;0,173076923
1077;8;0,153846154
1078;7;0,134615385
1079;5;0,096153846
1080;4;0,076923077
1081;4;0,076923077
1082;4;0,076923077
1083;4;0,076923077
1084;5;0,096153846
1085;4;0,076923077
1086;4;0,076923077
1087;3;0,057692308
1088;4;0,076923077
1089;4;0,076923077
1090;5;0,096153846
1091;4;0,076923077
1092;4;0,076923077
1093;4;0,076923077
1094;3;0,057692308
1095;2;0,038461538
1096;2;0,038461538
1097;2;0,038461538
1098;3;0,057692308
1099;3;0,057692308
1100;3;0,057692308
1101;3;0,057692308
1102;4;0,076923077
1103;4;0,076923077
1104;2;0,038461538
1105;3;0,057692308
1106;3;0,057692308
1107;2;0,038461538
1108;1;0,019230769
1109;1;0,019230769
1110;0;0
1111;1;0,019230769
1112;2;0,038461538
1113;2;0,038461538
1114;1;0,019230769
1115;0;0
1116;0;0
1117;1;0,019230769
1118;1;0,019230769
1119;2;0,038461538
1120;2;0,038461538
1121;2;0,038461538
1122;1;0,019230769
1123;1;0,019230769
1124;0;0
1125;0;0
1126;0;0
1127;0;0
1128;0;0
1129;0;0
1130;1;0,019230769
1131;1;0,019230769
1132;0;0
1133;1;0,019230769
1134;2;0,038461538
1135;3;0,057692308
1136;3;0,057692308
1137;3;0,057692308
1138;3;0,057692308
1139;3;0,057692308
1140;3;0,057692308
1141;4;0,076923077
1142;5;0,096153846
1143;5;0,096153846
1144;4;0,076923077
1145;4;0,076923077
1146;1;0,019230769
1147;1;0,019230769
1148;1;0,019230769
1149;1;0,019230769
1150;1;0,019230769
1151;1;0,019230769
1152;1;0,019230769
1153;2;0,038461538
1154;2;0,038461538
1155;2;0,038461538
1156;1;0,019230769
1157;2;0,038461538
1158;5;0,096153846
1159;6;0,115384615
1160;6;0,115384615
1161;7;0,134615385
1162;6;0,115384615
1163;6;0,115384615
1164;5;0,096153846
1165;4;0,076923077
1166;5;0,096153846
1167;4;0,076923077
1168;3;0,057692308
1169;3;0,057692308
1170;3;0,057692308
1171;3;0,057692308
1172;2;0,038461538
1173;2;0,038461538
1174;2;0,038461538
1175;2;0,038461538
1176;2;0,038461538
1177;1;0,019230769
1178;0;0
1179;0;0
1180;0;0
1181;0;0
1182;0;0
1183;0;0
1184;0;0
1185;0;0
1186;0;0
1187;1;0,019230769
1188;1;0,019230769
1189;2;0,038461538
1190;1;0,019230769
1191;0;0
1192;0;0
1193;0;0
1194;0;0
1195;0;0
1196;0;0
1197;0;0
1198;0;0
1199;0;0
1200;1;0,019230769
1201;1;0,019230769
1202;1;0,019230769
1203;1;0,019230769
1204;1;0,019230769
1205;1;0,019230769
1206;2;0,038461538
1207;1;0,019230769
1208;1;0,019230769
1209;1;0,019230769
1210;1;0,019230769
1211;1;0,019230769
1212;1;0,019230769
1213;1;0,019230769
1214;1;0,019230769
1215;1;0,019230769
1216;2;0,038461538
1217;2;0,038461538
1218;3;0,057692308
1219;1;0,019230769
1220;1;0,019230769
1221;3;0,057692308
1222;4;0,076923077
1223;4;0,076923077
1224;2;0,038461538
1225;2;0,038461538
1226;1;0,019230769
1227;1;0,019230769
1228;4;0,076923077
1229;4;0,076923077
1230;3;0,057692308
1231;2;0,038461538
1232;2;0,038461538
1233;1;0,019230769
1234;0;0
1235;2;0,038461538
1236;4;0,076923077
1237;3;0,057692308
1238;6;0,115384615
1239;7;0,134615385
1240;11;0,211538462
1241;10;0,192307692
1242;8;0,153846154
1243;10;0,192307692
1244;11;0,211538462
1245;10;0,192307692
1246;13;0,25
1247;17;0,326923077
1248;14;0,269230769
1249;16;0,307692308
1250;16;0,307692308
1251;17;0,326923077
1252;14;0,269230769
1253;20;0,384615385
1254;20;0,384615385
1255;21;0,403846154
1256;19;0,365384615
1257;20;0,384615385
1258;21;0,403846154
1259;20;0,384615385
1260;16;0,307692308
1261;17;0,326923077
1262;13;0,25
1263;12;0,230769231
1264;13;0,25
1265;11;0,211538462
1266;13;0,25
1267;17;0,326923077
1268;14;0,269230769
1269;16;0,307692308
1270;17;0,326923077
1271;18;0,346153846
1272;18;0,346153846
1273;19;0,365384615
1274;19;0,365384615
1275;15;0,288461538
1276;18;0,346153846
1277;16;0,307692308
1278;20;0,384615385
1279;21;0,403846154
1280;21;0,403846154
1281;18;0,346153846
1282;19;0,365384615
1283;19;0,365384615
1284;19;0,365384615
1285;21;0,403846154
1286;22;0,423076923
1287;21;0,403846154
1288;17;0,326923077
1289;16;0,307692308
1290;13;0,25
1291;13;0,25
1292;13;0,25
1293;12;0,230769231
1294;11;0,211538462
1295;11;0,211538462
1296;14;0,269230769
1297;9;0,173076923
1298;11;0,211538462
1299;9;0,173076923
1300;13;0,25
1301;13;0,25
1302;13;0,25
1303;14;0,269230769
1304;15;0,288461538
1305;14;0,269230769
1306;17;0,326923077
1307;16;0,307692308
1308;16;0,307692308
1309;16;0,307692308
1310;15;0,288461538
1311;19;0,365384615
1312;18;0,346153846
1313;19;0,365384615
1314;18;0,346153846
1315;16;0,307692308
1316;15;0,288461538
1317;15;0,288461538
1318;17;0,326923077
1319;19;0,365384615
1320;16;0,307692308
1321;14;0,269230769
1322;12;0,230769231
1323;13;0,25
1324;13;0,25
1325;12;0,230769231
1326;11;0,211538462
1327;12;0,230769231
1328;14;0,269230769
1329;11;0,211538462
1330;9;0,173076923
1331;10;0,192307692
1332;13;0,25
1333;16;0,307692308
1334;15;0,288461538
1335;11;0,211538462
1336;11;0,211538462
1337;9;0,173076923
1338;8;0,153846154
1339;11;0,211538462
1340;10;0,192307692
1341;8;0,153846154
1342;10;0,192307692
1343;9;0,173076923
1344;11;0,211538462
1345;12;0,230769231
1346;9;0,173076923
1347;8;0,153846154
1348;7;0,134615385
1349;7;0,134615385
1350;7;0,134615385
1351;4;0,076923077
1352;5;0,096153846
1353;8;0,153846154
1354;8;0,153846154
1355;8;0,153846154
1356;8;0,153846154
1357;5;0,096153846
1358;7;0,134615385
1359;7;0,134615385
1360;6;0,115384615
1361;6;0,115384615
1362;5;0,096153846
1363;3;0,057692308
1364;5;0,096153846
1365;5;0,096153846
1366;7;0,134615385
1367;5;0,096153846
1368;6;0,115384615
1369;6;0,115384615
1370;6;0,115384615
1371;5;0,096153846
1372;4;0,076923077
1373;3;0,057692308
1374;3;0,057692308
1375;4;0,076923077
1376;4;0,076923077
1377;4;0,076923077
1378;5;0,096153846
1379;5;0,096153846
1380;5;0,096153846
1381;4;0,076923077
1382;5;0,096153846
1383;4;0,076923077
1384;4;0,076923077
1385;3;0,057692308
1386;3;0,057692308
1387;3;0,057692308
1388;3;0,057692308
1389;2;0,038461538
1390;2;0,038461538
1391;1;0,019230769
1392;1;0,019230769
1393;1;0,019230769
1394;0;0
1395;0;0
1396;1;0,019230769
1397;1;0,019230769
1398;1;0,019230769
1399;2;0,038461538
1400;2;0,038461538
1401;1;0,019230769
1402;0;0
1403;0;0
1404;0;0
1405;0;0
1406;0;0
1407;0;0
1408;0;0
1409;0;0
1410;0;0
1411;0;0
1412;0;0
1413;0;0
1414;0;0
1415;0;0
1416;1;0,019230769
1417;1;0,019230769
1418;1;0,019230769
1419;1;0,019230769
1420;1;0,019230769
1421;1;0,019230769
1422;1;0,019230769
1423;2;0,038461538
1424;2;0,038461538
1425;2;0,038461538
1426;2;0,038461538
1427;2;0,038461538
1428;3;0,057692308
1429;3;0,057692308
1430;2;0,038461538
1431;2;0,038461538
1432;2;0,038461538
1433;1;0,019230769
1434;1;0,019230769
1435;1;0,019230769
1436;1;0,019230769
1437;1;0,019230769
1438;1;0,019230769
1439;2;0,038461538
1440;3;0,057692308
1441;2;0,038461538
1442;2;0,038461538
1443;1;0,019230769
1444;1;0,019230769
1445;2;0,038461538
1446;2;0,038461538
1447;1;0,019230769
1448;1;0,019230769
1449;1;0,019230769
1450;1;0,019230769
1451;1;0,019230769
1452;3;0,057692308
1453;2;0,038461538
1454;2;0,038461538
1455;3;0,057692308
1456;2;0,038461538
1457;2;0,038461538
1458;2;0,038461538
1459;1;0,019230769
1460;1;0,019230769
1461;2;0,038461538
1462;2;0,038461538
1463;1;0,019230769
1464;0;0
1465;1;0,019230769
1466;1;0,019230769
1467;1;0,019230769
1468;1;0,019230769
1469;2;0,038461538
1470;2;0,038461538
1471;3;0,057692308
1472;3;0,057692308
1473;2;0,038461538
1474;2;0,038461538
1475;1;0,019230769
1476;1;0,019230769
1477;1;0,019230769
1478;1;0,019230769
1479;1;0,019230769
1480;1;0,019230769
1481;0;0
1482;0;0
1483;0;0
1484;1;0,019230769
1485;0;0
1486;0;0
1487;1;0,019230769
1488;1;0,019230769
1489;1;0,019230769
1490;2;0,038461538
1491;2;0,038461538
1492;1;0,019230769
1493;2;0,038461538
1494;1;0,019230769
